Focal;Neighbor;Pair;Condition;N;P;PN
Anvergur;Anvergur;Anvergur_Anvergur;Pure;100;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;75;8;10.7
Anvergur;Anvergur;Anvergur_Anvergur;Pure;75;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;77;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;60;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;5;0.5;10
Anvergur;Anvergur;Anvergur_Anvergur;Pure;0;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;3;1;33.3
Anvergur;Anvergur;Anvergur_Anvergur;Pure;2;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;0;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;0;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;0;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;0;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;0;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;2;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;2;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;1;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;2;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;15;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;3;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;5;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;0;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;25;0;0
Anvergur;Anvergur;Anvergur_Anvergur;Pure;45;35;77.8
Anvergur;Anvergur;Anvergur_Anvergur;Pure;100;50;50
Anvergur;Anvergur;Anvergur_Anvergur;Pure;100;27;27
Anvergur;Anvergur;Anvergur_Anvergur;Pure;100;20;20
Anvergur;Anvergur;Anvergur_Anvergur;Pure;90;25;27.8
Anvergur;Anvergur;Anvergur_Anvergur;Pure;55;18;32.7
Anvergur;Anvergur;Anvergur_Anvergur;Pure;100;3;3
Anvergur;Anvergur;Anvergur_Anvergur;Pure;18;6;33.3
Anvergur;Atoudur;Anvergur_Atoudur;Mix;100;6;6
Anvergur;Atoudur;Anvergur_Atoudur;Mix;100;3;3
Anvergur;Atoudur;Anvergur_Atoudur;Mix;85;50;58.8
Anvergur;Atoudur;Anvergur_Atoudur;Mix;25;7;28
Anvergur;Atoudur;Anvergur_Atoudur;Mix;65;17;26.2
Anvergur;Atoudur;Anvergur_Atoudur;Mix;90;30;33.3
Anvergur;Atoudur;Anvergur_Atoudur;Mix;100;0;0
Anvergur;Atoudur;Anvergur_Atoudur;Mix;100;2;2
Anvergur;Atoudur;Anvergur_Atoudur;Mix;25;7;28
Anvergur;Atoudur;Anvergur_Atoudur;Mix;15;2;13.3
Anvergur;Atoudur;Anvergur_Atoudur;Mix;12;2;16.7
Anvergur;Atoudur;Anvergur_Atoudur;Mix;55;12;21.8
Anvergur;Atoudur;Anvergur_Atoudur;Mix;90;30;33.3
Anvergur;Atoudur;Anvergur_Atoudur;Mix;100;25;25
Anvergur;Atoudur;Anvergur_Atoudur;Mix;70;22;31.4
Anvergur;Atoudur;Anvergur_Atoudur;Mix;50;30;60
Anvergur;Cultur;Anvergur_Cultur;Mix;40;2;5
Anvergur;Cultur;Anvergur_Cultur;Mix;30;4;13.3
Anvergur;Cultur;Anvergur_Cultur;Mix;3;0;0
Anvergur;Cultur;Anvergur_Cultur;Mix;0;0;0
Anvergur;Cultur;Anvergur_Cultur;Mix;18;5;27.8
Anvergur;Cultur;Anvergur_Cultur;Mix;5;1;20
Anvergur;Cultur;Anvergur_Cultur;Mix;0;0;0
Anvergur;Cultur;Anvergur_Cultur;Mix;100;3;3
Anvergur;Cultur;Anvergur_Cultur;Mix;75;2;2.7
Anvergur;Cultur;Anvergur_Cultur;Mix;12;3;25
Anvergur;Cultur;Anvergur_Cultur;Mix;100;7;7
Anvergur;Cultur;Anvergur_Cultur;Mix;100;42;42
Anvergur;Cultur;Anvergur_Cultur;Mix;100;0;0
Anvergur;Cultur;Anvergur_Cultur;Mix;100;3;3
Anvergur;Cultur;Anvergur_Cultur;Mix;100;2;2
Anvergur;Liberdur;Anvergur_Liberdur;Mix;75;45;60
Anvergur;Liberdur;Anvergur_Liberdur;Mix;63;30;47.6
Anvergur;Liberdur;Anvergur_Liberdur;Mix;55;15;27.3
Anvergur;Liberdur;Anvergur_Liberdur;Mix;97;18;18.6
Anvergur;Liberdur;Anvergur_Liberdur;Mix;10;3;30
Anvergur;Liberdur;Anvergur_Liberdur;Mix;5;0;0
Anvergur;Liberdur;Anvergur_Liberdur;Mix;0;0;0
Anvergur;Liberdur;Anvergur_Liberdur;Mix;2;0;0
Anvergur;Liberdur;Anvergur_Liberdur;Mix;0.5;0;0
Anvergur;Liberdur;Anvergur_Liberdur;Mix;1;0;0
Anvergur;Liberdur;Anvergur_Liberdur;Mix;1;0;0
Anvergur;Liberdur;Anvergur_Liberdur;Mix;25;2;8
Anvergur;Liberdur;Anvergur_Liberdur;Mix;75;1;1.3
Anvergur;Liberdur;Anvergur_Liberdur;Mix;70;1;1.4
Anvergur;Liberdur;Anvergur_Liberdur;Mix;22;0;0
Anvergur;Obelix;Anvergur_Obelix;Mix;100;20;20
Anvergur;Obelix;Anvergur_Obelix;Mix;100;20;20
Anvergur;Obelix;Anvergur_Obelix;Mix;5;0;0
Anvergur;Obelix;Anvergur_Obelix;Mix;17;5;29.4
Anvergur;Obelix;Anvergur_Obelix;Mix;100;40;40
Anvergur;Obelix;Anvergur_Obelix;Mix;50;20;40
Anvergur;Obelix;Anvergur_Obelix;Mix;10;3;30
Anvergur;Obelix;Anvergur_Obelix;Mix;90;4;4.4
Anvergur;Obelix;Anvergur_Obelix;Mix;15;3;20
Anvergur;Obelix;Anvergur_Obelix;Mix;75;38;50.7
Anvergur;Obelix;Anvergur_Obelix;Mix;75;5;6.7
Anvergur;Obelix;Anvergur_Obelix;Mix;80;5;6.3
Anvergur;Obelix;Anvergur_Obelix;Mix;70;2;2.9
Anvergur;Obelix;Anvergur_Obelix;Mix;50;10;20
Anvergur;Obelix;Anvergur_Obelix;Mix;40;10;25
Anvergur;Pescadou;Anvergur_Pescadou;Mix;5;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;0;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;0;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;90;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;80;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;0;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;0;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;50;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;80;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;80;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;85;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;40;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;30;27;90
Anvergur;Pescadou;Anvergur_Pescadou;Mix;95;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;95;0;0
Anvergur;Pescadou;Anvergur_Pescadou;Mix;22;0;0
Anvergur;Sculptur;Anvergur_Sculptur;Mix;50;10;20
Anvergur;Sculptur;Anvergur_Sculptur;Mix;0;0;0
Anvergur;Sculptur;Anvergur_Sculptur;Mix;2;0;0
Anvergur;Sculptur;Anvergur_Sculptur;Mix;70;1;1.4
Anvergur;Sculptur;Anvergur_Sculptur;Mix;0;0;0
Anvergur;Sculptur;Anvergur_Sculptur;Mix;6;2;33.3
Anvergur;Sculptur;Anvergur_Sculptur;Mix;7;2;28.6
Anvergur;Sculptur;Anvergur_Sculptur;Mix;60;20;33.3
Anvergur;Sculptur;Anvergur_Sculptur;Mix;25;1.5;6
Anvergur;Sculptur;Anvergur_Sculptur;Mix;15;0;0
Anvergur;Sculptur;Anvergur_Sculptur;Mix;3;0;0
Anvergur;Sculptur;Anvergur_Sculptur;Mix;6;0;0
Anvergur;Sculptur;Anvergur_Sculptur;Mix;8;0;0
Anvergur;Sculptur;Anvergur_Sculptur;Mix;65;20;30.8
Anvergur;Sculptur;Anvergur_Sculptur;Mix;90;7;7.8
Anvergur;Surmesur;Anvergur_Surmesur;Mix;100;90;90
Anvergur;Surmesur;Anvergur_Surmesur;Mix;100;75;75
Anvergur;Surmesur;Anvergur_Surmesur;Mix;50;42;84
Anvergur;Surmesur;Anvergur_Surmesur;Mix;85;55;64.7
Anvergur;Surmesur;Anvergur_Surmesur;Mix;2;0;0
Anvergur;Surmesur;Anvergur_Surmesur;Mix;3;0;0
Anvergur;Surmesur;Anvergur_Surmesur;Mix;100;0;0
Anvergur;Surmesur;Anvergur_Surmesur;Mix;80;0;0
Anvergur;Surmesur;Anvergur_Surmesur;Mix;1;0;0
Anvergur;Surmesur;Anvergur_Surmesur;Mix;0;0;0
Anvergur;Surmesur;Anvergur_Surmesur;Mix;40;15;37.5
Anvergur;Surmesur;Anvergur_Surmesur;Mix;2;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;20;7;35
Anvergur;Voilur;Anvergur_Voilur;Mix;70;20;28.6
Anvergur;Voilur;Anvergur_Voilur;Mix;17;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;5;0.5;10
Anvergur;Voilur;Anvergur_Voilur;Mix;5;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;20;2;10
Anvergur;Voilur;Anvergur_Voilur;Mix;12;3;25
Anvergur;Voilur;Anvergur_Voilur;Mix;1;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;100;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;100;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;80;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;100;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;5;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;5;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;8;0;0
Anvergur;Voilur;Anvergur_Voilur;Mix;80;0;0
Atoudur;Anvergur;Atoudur_Anvergur;Mix;45;5;11.1
Atoudur;Anvergur;Atoudur_Anvergur;Mix;98;4;4.1
Atoudur;Anvergur;Atoudur_Anvergur;Mix;100;10;10
Atoudur;Anvergur;Atoudur_Anvergur;Mix;100;10;10
Atoudur;Anvergur;Atoudur_Anvergur;Mix;15;7;46.7
Atoudur;Anvergur;Atoudur_Anvergur;Mix;45;20;44.4
Atoudur;Anvergur;Atoudur_Anvergur;Mix;100;0;0
Atoudur;Anvergur;Atoudur_Anvergur;Mix;65;5;7.7
Atoudur;Anvergur;Atoudur_Anvergur;Mix;40;2;5
Atoudur;Anvergur;Atoudur_Anvergur;Mix;92;0;0
Atoudur;Anvergur;Atoudur_Anvergur;Mix;80;0;0
Atoudur;Anvergur;Atoudur_Anvergur;Mix;10;0;0
Atoudur;Anvergur;Atoudur_Anvergur;Mix;85;0;0
Atoudur;Anvergur;Atoudur_Anvergur;Mix;50;0;0
Atoudur;Anvergur;Atoudur_Anvergur;Mix;65;0;0
Atoudur;Anvergur;Atoudur_Anvergur;Mix;75;1;1.3
Atoudur;Atoudur;Atoudur_Atoudur;Pure;5;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;2;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;3;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;5;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;0;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;0;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;0;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;2;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;7;1;14.3
Atoudur;Atoudur;Atoudur_Atoudur;Pure;20;4;20
Atoudur;Atoudur;Atoudur_Atoudur;Pure;5;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;10;2;20
Atoudur;Atoudur;Atoudur_Atoudur;Pure;25;4;16
Atoudur;Atoudur;Atoudur_Atoudur;Pure;10;3;30
Atoudur;Atoudur;Atoudur_Atoudur;Pure;6;0.5;8.3
Atoudur;Atoudur;Atoudur_Atoudur;Pure;30;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;80;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;70;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;28;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;27;1;3.7
Atoudur;Atoudur;Atoudur_Atoudur;Pure;50;1;2
Atoudur;Atoudur;Atoudur_Atoudur;Pure;60;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;95;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;10;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;95;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;10;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;20;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;40;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;75;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;65;0;0
Atoudur;Atoudur;Atoudur_Atoudur;Pure;20;0;0
Atoudur;Cultur;Atoudur_Cultur;Mix;35;3;8.6
Atoudur;Cultur;Atoudur_Cultur;Mix;10;1;10
Atoudur;Cultur;Atoudur_Cultur;Mix;25;3;12
Atoudur;Cultur;Atoudur_Cultur;Mix;8;2;25
Atoudur;Cultur;Atoudur_Cultur;Mix;95;2;2.1
Atoudur;Cultur;Atoudur_Cultur;Mix;100;0;0
Atoudur;Cultur;Atoudur_Cultur;Mix;45;3;6.7
Atoudur;Cultur;Atoudur_Cultur;Mix;100;0;0
Atoudur;Cultur;Atoudur_Cultur;Mix;87;2;2.3
Atoudur;Cultur;Atoudur_Cultur;Mix;20;0;0
Atoudur;Cultur;Atoudur_Cultur;Mix;45;0;0
Atoudur;Cultur;Atoudur_Cultur;Mix;60;0;0
Atoudur;Cultur;Atoudur_Cultur;Mix;6;0;0
Atoudur;Cultur;Atoudur_Cultur;Mix;78;15;19.2
Atoudur;Cultur;Atoudur_Cultur;Mix;80;0.5;0.6
Atoudur;Cultur;Atoudur_Cultur;Mix;85;1.5;1.8
Atoudur;Liberdur;Atoudur_Liberdur;Mix;15;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;5;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;6;2;33.3
Atoudur;Liberdur;Atoudur_Liberdur;Mix;1;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;5;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;0;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;1;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;0;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;20;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;65;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;60;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;75;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;75;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;70;0;0
Atoudur;Liberdur;Atoudur_Liberdur;Mix;90;5;5.6
Atoudur;Liberdur;Atoudur_Liberdur;Mix;90;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;15;7;46.7
Atoudur;Obelix;Atoudur_Obelix;Mix;20;1;5
Atoudur;Obelix;Atoudur_Obelix;Mix;15;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;90;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;75;15;20
Atoudur;Obelix;Atoudur_Obelix;Mix;90;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;100;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;75;2;2.7
Atoudur;Obelix;Atoudur_Obelix;Mix;15;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;6;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;15;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;5;0;0
Atoudur;Obelix;Atoudur_Obelix;Mix;65;5;7.7
Atoudur;Obelix;Atoudur_Obelix;Mix;75;2;2.7
Atoudur;Obelix;Atoudur_Obelix;Mix;17;5;29.4
Atoudur;Obelix;Atoudur_Obelix;Mix;65;7;10.8
Atoudur;Pescadou;Atoudur_Pescadou;Mix;50;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;0;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;65;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;15;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;30;20;66.7
Atoudur;Pescadou;Atoudur_Pescadou;Mix;38;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;95;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;90;5;5.6
Atoudur;Pescadou;Atoudur_Pescadou;Mix;0;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;0;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;50;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;70;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;20;5;25
Atoudur;Pescadou;Atoudur_Pescadou;Mix;25;1;4
Atoudur;Pescadou;Atoudur_Pescadou;Mix;15;0;0
Atoudur;Pescadou;Atoudur_Pescadou;Mix;40;0;0
Atoudur;Sculptur;Atoudur_Sculptur;Mix;60;18;30
Atoudur;Sculptur;Atoudur_Sculptur;Mix;60;15;25
Atoudur;Sculptur;Atoudur_Sculptur;Mix;40;7;17.5
Atoudur;Sculptur;Atoudur_Sculptur;Mix;80;10;12.5
Atoudur;Sculptur;Atoudur_Sculptur;Mix;10;3;30
Atoudur;Sculptur;Atoudur_Sculptur;Mix;30;2;6.7
Atoudur;Sculptur;Atoudur_Sculptur;Mix;10;0;0
Atoudur;Sculptur;Atoudur_Sculptur;Mix;10;2;20
Atoudur;Sculptur;Atoudur_Sculptur;Mix;5;0;0
Atoudur;Sculptur;Atoudur_Sculptur;Mix;15;0;0
Atoudur;Sculptur;Atoudur_Sculptur;Mix;5;0;0
Atoudur;Sculptur;Atoudur_Sculptur;Mix;25;0;0
Atoudur;Sculptur;Atoudur_Sculptur;Mix;85;0;0
Atoudur;Sculptur;Atoudur_Sculptur;Mix;40;5;12.5
Atoudur;Sculptur;Atoudur_Sculptur;Mix;95;5;5.3
Atoudur;Sculptur;Atoudur_Sculptur;Mix;47;5;10.6
Atoudur;Surmesur;Atoudur_Surmesur;Mix;5;0.5;10
Atoudur;Surmesur;Atoudur_Surmesur;Mix;12;1;8.3
Atoudur;Surmesur;Atoudur_Surmesur;Mix;10;2;20
Atoudur;Surmesur;Atoudur_Surmesur;Mix;17;5;29.4
Atoudur;Surmesur;Atoudur_Surmesur;Mix;7;1.5;21.4
Atoudur;Surmesur;Atoudur_Surmesur;Mix;2;0;0
Atoudur;Surmesur;Atoudur_Surmesur;Mix;8;3;37.5
Atoudur;Surmesur;Atoudur_Surmesur;Mix;5;2;40
Atoudur;Surmesur;Atoudur_Surmesur;Mix;15;4;26.7
Atoudur;Surmesur;Atoudur_Surmesur;Mix;70;0;0
Atoudur;Surmesur;Atoudur_Surmesur;Mix;75;0;0
Atoudur;Surmesur;Atoudur_Surmesur;Mix;40;0;0
Atoudur;Surmesur;Atoudur_Surmesur;Mix;70;0;0
Atoudur;Surmesur;Atoudur_Surmesur;Mix;80;0;0
Atoudur;Surmesur;Atoudur_Surmesur;Mix;85;0;0
Atoudur;Surmesur;Atoudur_Surmesur;Mix;70;0;0
Atoudur;Voilur;Atoudur_Voilur;Mix;60;25;41.7
Atoudur;Voilur;Atoudur_Voilur;Mix;25;7;28
Atoudur;Voilur;Atoudur_Voilur;Mix;75;5;6.7
Atoudur;Voilur;Atoudur_Voilur;Mix;75;15;20
Atoudur;Voilur;Atoudur_Voilur;Mix;100;0;0
Atoudur;Voilur;Atoudur_Voilur;Mix;80;0;0
Atoudur;Voilur;Atoudur_Voilur;Mix;10;5;50
Atoudur;Voilur;Atoudur_Voilur;Mix;2;0;0
Atoudur;Voilur;Atoudur_Voilur;Mix;40;0.5;1.3
Atoudur;Voilur;Atoudur_Voilur;Mix;75;0;0
Atoudur;Voilur;Atoudur_Voilur;Mix;65;0.5;0.8
Atoudur;Voilur;Atoudur_Voilur;Mix;50;0;0
Atoudur;Voilur;Atoudur_Voilur;Mix;50;5;10
Atoudur;Voilur;Atoudur_Voilur;Mix;55;0;0
Atoudur;Voilur;Atoudur_Voilur;Mix;75;0;0
Atoudur;Voilur;Atoudur_Voilur;Mix;75;0;0
Cultur;Anvergur;Cultur_Anvergur;Mix;100;2;2
Cultur;Anvergur;Cultur_Anvergur;Mix;95;50;52.6
Cultur;Anvergur;Cultur_Anvergur;Mix;42;12;28.6
Cultur;Anvergur;Cultur_Anvergur;Mix;100;1;1
Cultur;Anvergur;Cultur_Anvergur;Mix;100;55;55
Cultur;Anvergur;Cultur_Anvergur;Mix;100;30;30
Cultur;Anvergur;Cultur_Anvergur;Mix;100;75;75
Cultur;Anvergur;Cultur_Anvergur;Mix;100;15;15
Cultur;Anvergur;Cultur_Anvergur;Mix;95;12;12.6
Cultur;Anvergur;Cultur_Anvergur;Mix;95;12;12.6
Cultur;Anvergur;Cultur_Anvergur;Mix;75;5;6.7
Cultur;Anvergur;Cultur_Anvergur;Mix;70;15;21.4
Cultur;Anvergur;Cultur_Anvergur;Mix;60;0;0
Cultur;Anvergur;Cultur_Anvergur;Mix;75;0;0
Cultur;Anvergur;Cultur_Anvergur;Mix;90;2;2.2
Cultur;Anvergur;Cultur_Anvergur;Mix;90;7;7.8
Cultur;Atoudur;Cultur_Atoudur;Mix;100;0;0
Cultur;Atoudur;Cultur_Atoudur;Mix;100;17;17
Cultur;Atoudur;Cultur_Atoudur;Mix;100;2;2
Cultur;Atoudur;Cultur_Atoudur;Mix;95;25;26.3
Cultur;Atoudur;Cultur_Atoudur;Mix;100;15;15
Cultur;Atoudur;Cultur_Atoudur;Mix;100;30;30
Cultur;Atoudur;Cultur_Atoudur;Mix;100;40;40
Cultur;Atoudur;Cultur_Atoudur;Mix;100;5;5
Cultur;Atoudur;Cultur_Atoudur;Mix;80;0;0
Cultur;Atoudur;Cultur_Atoudur;Mix;90;0;0
Cultur;Atoudur;Cultur_Atoudur;Mix;60;0;0
Cultur;Atoudur;Cultur_Atoudur;Mix;70;0;0
Cultur;Atoudur;Cultur_Atoudur;Mix;90;37;41.1
Cultur;Atoudur;Cultur_Atoudur;Mix;95;35;36.8
Cultur;Atoudur;Cultur_Atoudur;Mix;90;15;16.7
Cultur;Atoudur;Cultur_Atoudur;Mix;65;20;30.8
Cultur;Cultur;Cultur_Cultur;Pure;100;27;27
Cultur;Cultur;Cultur_Cultur;Pure;100;7;7
Cultur;Cultur;Cultur_Cultur;Pure;100;3;3
Cultur;Cultur;Cultur_Cultur;Pure;100;1;1
Cultur;Cultur;Cultur_Cultur;Pure;100;40;40
Cultur;Cultur;Cultur_Cultur;Pure;100;20;20
Cultur;Cultur;Cultur_Cultur;Pure;100;2;2
Cultur;Cultur;Cultur_Cultur;Pure;100;0;0
Cultur;Cultur;Cultur_Cultur;Pure;92;25;27.2
Cultur;Cultur;Cultur_Cultur;Pure;50;17;34
