Focal;Neighbor;Pair;Condition;N;P;PN
Obelix;Obelix;Obelix_Obelix;Pure;100;0;0
Obelix;Obelix;Obelix_Obelix;Pure;90;1;1.1
Obelix;Obelix;Obelix_Obelix;Pure;90;0;0
Obelix;Obelix;Obelix_Obelix;Pure;25;0;0
Obelix;Obelix;Obelix_Obelix;Pure;25;0;0
Obelix;Obelix;Obelix_Obelix;Pure;65;0;0
Obelix;Obelix;Obelix_Obelix;Pure;90;0;0
Obelix;Obelix;Obelix_Obelix;Pure;90;0;0
Obelix;Obelix;Obelix_Obelix;Pure;0;0;
Obelix;Obelix;Obelix_Obelix;Pure;75;0;0
Obelix;Obelix;Obelix_Obelix;Pure;88;0;0
Obelix;Obelix;Obelix_Obelix;Pure;92;0;0
Obelix;Obelix;Obelix_Obelix;Pure;95;10;10.5
Obelix;Obelix;Obelix_Obelix;Pure;85;0;0
Obelix;Obelix;Obelix_Obelix;Pure;95;0;0
Obelix;Obelix;Obelix_Obelix;Pure;95;0;0
Obelix;Obelix;Obelix_Obelix;Pure;95;0;0
Obelix;Obelix;Obelix_Obelix;Pure;95;0;0
Obelix;Obelix;Obelix_Obelix;Pure;75;0;0
Obelix;Obelix;Obelix_Obelix;Pure;75;2;2.7
Obelix;Pescadou;Obelix_Pescadou;Mix;45;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;40;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;65;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;60;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;50;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;88;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;88;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;80;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;75;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;0;0;
Obelix;Pescadou;Obelix_Pescadou;Mix;60;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;80;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;100;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;100;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;90;0;0
Obelix;Pescadou;Obelix_Pescadou;Mix;100;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;100;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;100;2;2
Obelix;Sculptur;Obelix_Sculptur;Mix;100;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;100;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;100;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;100;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;100;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;30;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;50;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;90;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;60;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;35;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;90;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;95;0;0
Obelix;Sculptur;Obelix_Sculptur;Mix;75;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;100;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;100;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;100;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;100;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;100;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;100;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;100;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;38;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;80;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;30;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;100;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;95;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;80;0;0
Obelix;Surmesur;Obelix_Surmesur;Mix;98;0;0
Obelix;Voilur;Obelix_Voilur;Mix;95;0;0
Obelix;Voilur;Obelix_Voilur;Mix;100;0;0
Obelix;Voilur;Obelix_Voilur;Mix;75;0;0
Obelix;Voilur;Obelix_Voilur;Mix;50;0;0
Obelix;Voilur;Obelix_Voilur;Mix;35;0;0
Obelix;Voilur;Obelix_Voilur;Mix;30;0;0
Obelix;Voilur;Obelix_Voilur;Mix;95;0;0
Obelix;Voilur;Obelix_Voilur;Mix;100;0;0
Obelix;Voilur;Obelix_Voilur;Mix;60;0;0
Obelix;Voilur;Obelix_Voilur;Mix;20;0;0
Obelix;Voilur;Obelix_Voilur;Mix;65;0;0
Obelix;Voilur;Obelix_Voilur;Mix;40;0;0
Obelix;Voilur;Obelix_Voilur;Mix;30;0;0
Obelix;Voilur;Obelix_Voilur;Mix;100;0;0
Obelix;Voilur;Obelix_Voilur;Mix;100;0;0
Obelix;Voilur;Obelix_Voilur;Mix;100;0;0
Pescadou;Anvergur;Pescadou_Anvergur;Mix;25;12;48
Pescadou;Anvergur;Pescadou_Anvergur;Mix;100;50;50
Pescadou;Anvergur;Pescadou_Anvergur;Mix;65;40;61.5
Pescadou;Anvergur;Pescadou_Anvergur;Mix;60;8;13.3
Pescadou;Anvergur;Pescadou_Anvergur;Mix;80;45;56.3
Pescadou;Anvergur;Pescadou_Anvergur;Mix;18;10;55.6
Pescadou;Anvergur;Pescadou_Anvergur;Mix;18;13;72.2
Pescadou;Anvergur;Pescadou_Anvergur;Mix;95;80;84.2
Pescadou;Anvergur;Pescadou_Anvergur;Mix;95;20;21.1
Pescadou;Anvergur;Pescadou_Anvergur;Mix;93;5;5.4
Pescadou;Anvergur;Pescadou_Anvergur;Mix;75;2;2.7
Pescadou;Anvergur;Pescadou_Anvergur;Mix;100;50;50
Pescadou;Anvergur;Pescadou_Anvergur;Mix;100;25;25
Pescadou;Anvergur;Pescadou_Anvergur;Mix;95;5;5.3
Pescadou;Anvergur;Pescadou_Anvergur;Mix;50;0;0
Pescadou;Anvergur;Pescadou_Anvergur;Mix;45;0;0
Pescadou;Atoudur;Pescadou_Atoudur;Mix;75;30;40
Pescadou;Atoudur;Pescadou_Atoudur;Mix;100;35;35
Pescadou;Atoudur;Pescadou_Atoudur;Mix;60;5;8.3
Pescadou;Atoudur;Pescadou_Atoudur;Mix;35;0;0
Pescadou;Atoudur;Pescadou_Atoudur;Mix;100;55;55
Pescadou;Atoudur;Pescadou_Atoudur;Mix;100;75;75
Pescadou;Atoudur;Pescadou_Atoudur;Mix;50;38;76
Pescadou;Atoudur;Pescadou_Atoudur;Mix;20;15;75
Pescadou;Atoudur;Pescadou_Atoudur;Mix;95;20;21.1
Pescadou;Atoudur;Pescadou_Atoudur;Mix;100;25;25
Pescadou;Atoudur;Pescadou_Atoudur;Mix;15;7;46.7
Pescadou;Atoudur;Pescadou_Atoudur;Mix;55;5;9.1
Pescadou;Atoudur;Pescadou_Atoudur;Mix;50;47;94
Pescadou;Atoudur;Pescadou_Atoudur;Mix;100;40;40
Pescadou;Atoudur;Pescadou_Atoudur;Mix;90;40;44.4
Pescadou;Atoudur;Pescadou_Atoudur;Mix;55;48;87.3
Pescadou;Cultur;Pescadou_Cultur;Mix;100;27;27
Pescadou;Cultur;Pescadou_Cultur;Mix;50;40;80
Pescadou;Cultur;Pescadou_Cultur;Mix;50;5;10
Pescadou;Cultur;Pescadou_Cultur;Mix;95;65;68.4
Pescadou;Cultur;Pescadou_Cultur;Mix;25;18;72
Pescadou;Cultur;Pescadou_Cultur;Mix;45;30;66.7
Pescadou;Cultur;Pescadou_Cultur;Mix;50;27;54
Pescadou;Cultur;Pescadou_Cultur;Mix;40;8;20
Pescadou;Cultur;Pescadou_Cultur;Mix;50;10;20
Pescadou;Cultur;Pescadou_Cultur;Mix;22;3;13.6
Pescadou;Cultur;Pescadou_Cultur;Mix;75;5;6.7
Pescadou;Cultur;Pescadou_Cultur;Mix;100;88;88
Pescadou;Cultur;Pescadou_Cultur;Mix;60;0;0
Pescadou;Cultur;Pescadou_Cultur;Mix;65;2;3.1
Pescadou;Cultur;Pescadou_Cultur;Mix;20;0;0
Pescadou;Liberdur;Pescadou_Liberdur;Mix;80;30;37.5
Pescadou;Liberdur;Pescadou_Liberdur;Mix;100;80;80
Pescadou;Liberdur;Pescadou_Liberdur;Mix;100;85;85
Pescadou;Liberdur;Pescadou_Liberdur;Mix;80;45;56.3
Pescadou;Liberdur;Pescadou_Liberdur;Mix;50;35;70
Pescadou;Liberdur;Pescadou_Liberdur;Mix;95;38;40
Pescadou;Liberdur;Pescadou_Liberdur;Mix;10;6;60
Pescadou;Liberdur;Pescadou_Liberdur;Mix;7;1;14.3
Pescadou;Liberdur;Pescadou_Liberdur;Mix;100;85;85
Pescadou;Liberdur;Pescadou_Liberdur;Mix;60;55;91.7
Pescadou;Liberdur;Pescadou_Liberdur;Mix;93;20;21.5
Pescadou;Liberdur;Pescadou_Liberdur;Mix;75;20;26.7
Pescadou;Liberdur;Pescadou_Liberdur;Mix;95;38;40
Pescadou;Liberdur;Pescadou_Liberdur;Mix;100;98;98
Pescadou;Liberdur;Pescadou_Liberdur;Mix;95;85;89.5
Pescadou;Obelix;Pescadou_Obelix;Mix;95;35;36.8
Pescadou;Obelix;Pescadou_Obelix;Mix;95;50;52.6
Pescadou;Obelix;Pescadou_Obelix;Mix;45;38;84.4
Pescadou;Obelix;Pescadou_Obelix;Mix;70;50;71.4
Pescadou;Obelix;Pescadou_Obelix;Mix;40;22;55
Pescadou;Obelix;Pescadou_Obelix;Mix;30;17;56.7
Pescadou;Obelix;Pescadou_Obelix;Mix;100;15;15
Pescadou;Obelix;Pescadou_Obelix;Mix;82;33;40.2
Pescadou;Obelix;Pescadou_Obelix;Mix;85;25;29.4
Pescadou;Obelix;Pescadou_Obelix;Mix;80;55;68.8
Pescadou;Obelix;Pescadou_Obelix;Mix;50;46;92
Pescadou;Obelix;Pescadou_Obelix;Mix;100;92;92
Pescadou;Obelix;Pescadou_Obelix;Mix;92;50;54.3
Pescadou;Obelix;Pescadou_Obelix;Mix;75;35;46.7
Pescadou;Pescadou;Pescadou_Pescadou;Pure;100;15;15
Pescadou;Pescadou;Pescadou_Pescadou;Pure;60;40;66.7
Pescadou;Pescadou;Pescadou_Pescadou;Pure;92;15;16.3
Pescadou;Pescadou;Pescadou_Pescadou;Pure;75;40;53.3
Pescadou;Pescadou;Pescadou_Pescadou;Pure;97;50;51.5
Pescadou;Pescadou;Pescadou_Pescadou;Pure;90;55;61.1
Pescadou;Pescadou;Pescadou_Pescadou;Pure;90;3;3.3
Pescadou;Pescadou;Pescadou_Pescadou;Pure;98;10;10.2
Pescadou;Pescadou;Pescadou_Pescadou;Pure;90;60;66.7
Pescadou;Pescadou;Pescadou_Pescadou;Pure;90;80;88.9
Pescadou;Pescadou;Pescadou_Pescadou;Pure;22;10;45.5
Pescadou;Pescadou;Pescadou_Pescadou;Pure;95;25;26.3
Pescadou;Pescadou;Pescadou_Pescadou;Pure;100;15;15
Pescadou;Pescadou;Pescadou_Pescadou;Pure;50;5;10
Pescadou;Pescadou;Pescadou_Pescadou;Pure;95;15;15.8
Pescadou;Pescadou;Pescadou_Pescadou;Pure;48;40;83.3
Pescadou;Pescadou;Pescadou_Pescadou;Pure;55;12;21.8
Pescadou;Pescadou;Pescadou_Pescadou;Pure;70;10;14.3
Pescadou;Pescadou;Pescadou_Pescadou;Pure;35;5;14.3
Pescadou;Pescadou;Pescadou_Pescadou;Pure;70;15;21.4
Pescadou;Pescadou;Pescadou_Pescadou;Pure;75;2;2.7
Pescadou;Pescadou;Pescadou_Pescadou;Pure;75;5;6.7
Pescadou;Pescadou;Pescadou_Pescadou;Pure;85;6;7.1
Pescadou;Pescadou;Pescadou_Pescadou;Pure;90;10;11.1
Pescadou;Pescadou;Pescadou_Pescadou;Pure;75;0;0
Pescadou;Pescadou;Pescadou_Pescadou;Pure;70;25;35.7
Pescadou;Pescadou;Pescadou_Pescadou;Pure;70;3;4.3
Pescadou;Pescadou;Pescadou_Pescadou;Pure;55;0;0
Pescadou;Pescadou;Pescadou_Pescadou;Pure;95;35;36.8
Pescadou;Pescadou;Pescadou_Pescadou;Pure;70;0;0
Pescadou;Sculptur;Pescadou_Sculptur;Mix;100;2;2
Pescadou;Sculptur;Pescadou_Sculptur;Mix;90;50;55.6
Pescadou;Sculptur;Pescadou_Sculptur;Mix;50;15;30
Pescadou;Sculptur;Pescadou_Sculptur;Mix;2;0;0
Pescadou;Sculptur;Pescadou_Sculptur;Mix;92;28;30.4
Pescadou;Sculptur;Pescadou_Sculptur;Mix;85;5;5.9
Pescadou;Sculptur;Pescadou_Sculptur;Mix;65;5;7.7
Pescadou;Sculptur;Pescadou_Sculptur;Mix;45;10;22.2
Pescadou;Sculptur;Pescadou_Sculptur;Mix;100;70;70
Pescadou;Sculptur;Pescadou_Sculptur;Mix;35;0;0
Pescadou;Sculptur;Pescadou_Sculptur;Mix;100;38;38
Pescadou;Surmesur;Pescadou_Surmesur;Mix;100;55;55
Pescadou;Surmesur;Pescadou_Surmesur;Mix;80;65;81.3
Pescadou;Surmesur;Pescadou_Surmesur;Mix;100;80;80
Pescadou;Surmesur;Pescadou_Surmesur;Mix;100;80;80
Pescadou;Surmesur;Pescadou_Surmesur;Mix;100;6;6
Pescadou;Surmesur;Pescadou_Surmesur;Mix;100;3;3
Pescadou;Surmesur;Pescadou_Surmesur;Mix;100;0;0
Pescadou;Surmesur;Pescadou_Surmesur;Mix;95;28;29.5
Pescadou;Surmesur;Pescadou_Surmesur;Mix;98;37;37.8
Pescadou;Surmesur;Pescadou_Surmesur;Mix;90;10;11.1
Pescadou;Surmesur;Pescadou_Surmesur;Mix;0;0;
Pescadou;Surmesur;Pescadou_Surmesur;Mix;0;0;
Pescadou;Surmesur;Pescadou_Surmesur;Mix;0;0;
Pescadou;Surmesur;Pescadou_Surmesur;Mix;0;0;
Pescadou;Surmesur;Pescadou_Surmesur;Mix;100;88;88
Pescadou;Surmesur;Pescadou_Surmesur;Mix;95;25;26.3
Pescadou;Surmesur;Pescadou_Surmesur;Mix;85;80;94.1
Pescadou;Surmesur;Pescadou_Surmesur;Mix;65;20;30.8
Pescadou;Voilur;Pescadou_Voilur;Mix;65;53;81.5
Pescadou;Voilur;Pescadou_Voilur;Mix;100;55;55
Pescadou;Voilur;Pescadou_Voilur;Mix;100;90;90
Pescadou;Voilur;Pescadou_Voilur;Mix;100;47;47
Pescadou;Voilur;Pescadou_Voilur;Mix;100;50;50
Pescadou;Voilur;Pescadou_Voilur;Mix;100;45;45
Pescadou;Voilur;Pescadou_Voilur;Mix;100;50;50
Pescadou;Voilur;Pescadou_Voilur;Mix;75;62;82.7
Pescadou;Voilur;Pescadou_Voilur;Mix;100;3;3
Pescadou;Voilur;Pescadou_Voilur;Mix;100;30;30
Pescadou;Voilur;Pescadou_Voilur;Mix;100;50;50
Pescadou;Voilur;Pescadou_Voilur;Mix;75;38;50.7
Pescadou;Voilur;Pescadou_Voilur;Mix;10;5;50
Pescadou;Voilur;Pescadou_Voilur;Mix;100;80;80
Pescadou;Voilur;Pescadou_Voilur;Mix;70;12;17.1
Pescadou;Voilur;Pescadou_Voilur;Mix;100;40;40
Sculptur;Anvergur;Sculptur_Anvergur;Mix;82;2;2.4
Sculptur;Anvergur;Sculptur_Anvergur;Mix;85;0;0
Sculptur;Anvergur;Sculptur_Anvergur;Mix;70;0;0
Sculptur;Anvergur;Sculptur_Anvergur;Mix;18;2;11.1
Sculptur;Anvergur;Sculptur_Anvergur;Mix;50;8;16
Sculptur;Anvergur;Sculptur_Anvergur;Mix;40;5;12.5
Sculptur;Anvergur;Sculptur_Anvergur;Mix;80;1;1.3
Sculptur;Anvergur;Sculptur_Anvergur;Mix;40;2;5
Sculptur;Anvergur;Sculptur_Anvergur;Mix;10;0;0
Sculptur;Anvergur;Sculptur_Anvergur;Mix;17;0;0
Sculptur;Anvergur;Sculptur_Anvergur;Mix;5;0;0
Sculptur;Anvergur;Sculptur_Anvergur;Mix;10;0;0
Sculptur;Anvergur;Sculptur_Anvergur;Mix;88;4;4.5
Sculptur;Anvergur;Sculptur_Anvergur;Mix;55;1;1.8
Sculptur;Anvergur;Sculptur_Anvergur;Mix;2;0;0
Sculptur;Anvergur;Sculptur_Anvergur;Mix;45;35;77.8
Sculptur;Atoudur;Sculptur_Atoudur;Mix;100;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;100;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;100;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;100;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;15;2;13.3
Sculptur;Atoudur;Sculptur_Atoudur;Mix;100;2;2
Sculptur;Atoudur;Sculptur_Atoudur;Mix;98;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;100;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;5;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;10;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;5;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;5;0;0
Sculptur;Atoudur;Sculptur_Atoudur;Mix;75;30;40
Sculptur;Atoudur;Sculptur_Atoudur;Mix;88;35;39.8
Sculptur;Atoudur;Sculptur_Atoudur;Mix;60;15;25
Sculptur;Atoudur;Sculptur_Atoudur;Mix;77;25;32.5
Sculptur;Cultur;Sculptur_Cultur;Mix;100;2;2
Sculptur;Cultur;Sculptur_Cultur;Mix;100;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;90;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;100;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;75;5;6.7
Sculptur;Cultur;Sculptur_Cultur;Mix;30;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;55;1;1.8
Sculptur;Cultur;Sculptur_Cultur;Mix;100;2;2
Sculptur;Cultur;Sculptur_Cultur;Mix;10;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;50;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;20;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;35;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;50;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;70;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;50;0;0
Sculptur;Cultur;Sculptur_Cultur;Mix;60;7;11.7
Sculptur;Liberdur;Sculptur_Liberdur;Mix;90;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;75;1;1.3
Sculptur;Liberdur;Sculptur_Liberdur;Mix;75;1;1.3
Sculptur;Liberdur;Sculptur_Liberdur;Mix;100;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;2;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;1;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;6;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;2;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;1;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;0;0;
Sculptur;Liberdur;Sculptur_Liberdur;Mix;2;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;10;0;0
Sculptur;Liberdur;Sculptur_Liberdur;Mix;15;7;46.7
Sculptur;Liberdur;Sculptur_Liberdur;Mix;20;15;75
Sculptur;Liberdur;Sculptur_Liberdur;Mix;65;6;9.2
Sculptur;Liberdur;Sculptur_Liberdur;Mix;75;10;13.3
Sculptur;Obelix;Sculptur_Obelix;Mix;100;2;2
Sculptur;Obelix;Sculptur_Obelix;Mix;97;5;5.2
Sculptur;Obelix;Sculptur_Obelix;Mix;100;1;1
Sculptur;Obelix;Sculptur_Obelix;Mix;65;3;4.6
Sculptur;Obelix;Sculptur_Obelix;Mix;100;0;0
Sculptur;Obelix;Sculptur_Obelix;Mix;100;0;0
Sculptur;Obelix;Sculptur_Obelix;Mix;50;0;0
Sculptur;Obelix;Sculptur_Obelix;Mix;100;0;0
Sculptur;Obelix;Sculptur_Obelix;Mix;60;0;0
Sculptur;Obelix;Sculptur_Obelix;Mix;20;0;0
Sculptur;Obelix;Sculptur_Obelix;Mix;75;0;0
Sculptur;Obelix;Sculptur_Obelix;Mix;70;18;25.7
Sculptur;Obelix;Sculptur_Obelix;Mix;8;0.5;6.3
Sculptur;Obelix;Sculptur_Obelix;Mix;50;0;0
Sculptur;Obelix;Sculptur_Obelix;Mix;55;1.5;2.7
Sculptur;Pescadou;Sculptur_Pescadou;Mix;60;3;5
Sculptur;Pescadou;Sculptur_Pescadou;Mix;100;0.5;0.5
Sculptur;Pescadou;Sculptur_Pescadou;Mix;80;55;68.8
Sculptur;Pescadou;Sculptur_Pescadou;Mix;58;8;13.8
Sculptur;Pescadou;Sculptur_Pescadou;Mix;97;5;5.2
Sculptur;Pescadou;Sculptur_Pescadou;Mix;80;0;0
Sculptur;Pescadou;Sculptur_Pescadou;Mix;75;0;0
Sculptur;Pescadou;Sculptur_Pescadou;Mix;50;0.5;1
Sculptur;Pescadou;Sculptur_Pescadou;Mix;75;2;2.7
Sculptur;Pescadou;Sculptur_Pescadou;Mix;85;1;1.2
Sculptur;Pescadou;Sculptur_Pescadou;Mix;65;0;0
Sculptur;Pescadou;Sculptur_Pescadou;Mix;87;2;2.3
Sculptur;Sculptur;Sculptur_Sculptur;Pure;97;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;75;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;30;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;7;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;2;2
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;5;5
Sculptur;Sculptur;Sculptur_Sculptur;Pure;90;5;5.6
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;100;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;28;1;3.6
Sculptur;Sculptur;Sculptur_Sculptur;Pure;2;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;25;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;5;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;20;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;6;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;3;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;75;0;0
Sculptur;Sculptur;Sculptur_Sculptur;Pure;3;0;0
